last_file_found,ps3_name,auto,naegles,final_choice,status,ps3_path,ryukishi_path
_tsum_020.txt,mo_r1_03,mo_r1,NO_MATCH,mo_r1,AUTOMATIC,external\ps3\ep6\background\mo_r1_03.png,external\ryukishi\ep6\CG\mo_r1.png
_tsum_021.txt,mo_yg1,mo_yg4,mo_yg1,mo_yg1,NAEGLES,external\ps3\ep6\background\mo_yg1.png,external\ryukishi\ep6\CG\mo_yg1.png
_kakera23.txt,mob1_01,mo_b1,NO_MATCH,mo_b1,AUTOMATIC,external\ps3\ep5\background\mob1_01.png,external\ryukishi\ep5\CG\mo_b1.png
_mats_025.txt,moon,moon,moon,moon,IDENTICAL,external\ps3\ep2\background\moon.png,external\ryukishi\ep5\CG\moon.png
_mina_ep.txt,moon_01,NO_MATCH,moon,moon,NAEGLES,external\ps3\ep5\background\moon_01.png,external\ryukishi\ep5\CG\moon.png
_kakera51.txt,neki1_02,mati14,NO_MATCH,mati14,AUTOMATIC,external\ps3\ep8\background\neki1_02.png,external\ryukishi\ep8\mati14.png
unknown,no_data,NO_MATCH,no_data,no_data,NAEGLES,external\ps3\ep1\no_data.png,external\ryukishi\ep1\CG\no_data.png
_mina_tips_012.txt,nort,nort,simen2,nort,CONTRADICTORY,external\ps3\ep4\background\nort.png,external\ryukishi\ep5\CG\nort.png
_mats_017.txt,ohaka_02,so3,NO_MATCH,so3,AUTOMATIC,external\ps3\ep8\background\ohaka_02.png,external\ryukishi\ep5\CG\so3.png
_mats_017.txt,oki_g3,oki_g3,oki_g3,oki_g3,IDENTICAL,external\ps3\ep1\background\oki_g3.png,external\ryukishi\ep5\CG\oki_g3.png
_tsum_tips_014.txt,oni1,oni2,oni1,oni1,CONTRADICTORY,external\ps3\ep1\background\oni1.png,external\ryukishi\ep5\CG\oni1.png
_tsum_013.txt,oyashirosama,NO_MATCH,black,black,NAEGLES,external\ps3\ep6\background\oyashirosama.png,external\ryukishi\ep1\CG\black.png
_mats_006.txt,re_g1,re_g1,NO_MATCH,re_g1,AUTOMATIC,external\ps3\ep6\background\re_g1.png,external\ryukishi\ep6\CG\re_g1.png
_mats_006.txt,re_h1,re_h1,NO_MATCH,re_h1,AUTOMATIC,external\ps3\ep6\background\re_h1.png,external\ryukishi\ep6\CG\re_h1.png
_tsum_018.txt,re_h3,re_h3,NO_MATCH,re_h3,AUTOMATIC,external\ps3\ep6\background\re_h3.png,external\ryukishi\ep6\CG\re_h3.png
_tsum_018.txt,re_s2,re_s2_rena,NO_MATCH,re_s2_rena,AUTOMATIC,external\ps3\ep6\background\re_s2.png,external\ryukishi\ep6\CG\re_s2_rena.png
_tsum_009.txt,re_s4,re_s4,NO_MATCH,re_s4,AUTOMATIC,external\ps3\ep6\background\re_s4.png,external\ryukishi\ep6\CG\re_s4.png
_kakera37.txt,re_s4_01,re_s3,re_s4,re_s4,NAEGLES,external\ps3\ep6\background\re_s4_01.png,external\ryukishi\ep6\CG\re_s4.png
_mats_016.txt,re_tel,re_tel,NO_MATCH,re_tel,AUTOMATIC,external\ps3\ep5\background\re_tel.png,external\ryukishi\ep6\CG\re_tel.png
unknown,red,NO_MATCH,red,red,NAEGLES,external\ps3\ep1\red.png,external\ryukishi\ep3\CG\red.png
_mats_025.txt,res1,re1,re3,re1,CONTRADICTORY,external\ps3\ep1\background\res1.png,external\ryukishi\ep6\CG\re1.png
wata_005.txt,res1_01,re1,re3,re1,CONTRADICTORY,external\ps3\ep2\background\res1_01.png,external\ryukishi\ep6\CG\re1.png
_mina_013.txt,res2,re2,re2,re2,IDENTICAL,external\ps3\ep1\background\res2.png,external\ryukishi\ep5\CG\re2.png
_mina_013.txt,res4,re4,re4,re4,IDENTICAL,external\ps3\ep2\background\res4.png,external\ryukishi\ep5\CG\re4.png
wata_002.txt,res4_01,re4,re4,re4,IDENTICAL,external\ps3\ep2\background\res4_01.png,external\ryukishi\ep5\CG\re4.png
_mina_013.txt,res5,re5,re5,re5,IDENTICAL,external\ps3\ep1\background\res5.png,external\ryukishi\ep5\CG\re5.png
wata_002.txt,res5_01,re5,re5,re5,IDENTICAL,external\ps3\ep2\background\res5_01.png,external\ryukishi\ep5\CG\re5.png
_mats_025.txt,res_s1,re_s1_resut,bg_168,bg_168,CONTRADICTORY,external\ps3\ep2\background\res_s1.png,external\ryukishi\ep2\CG\bg_168.png
wata_005.txt,res_s1_01,re_s2_resut,bg_168,bg_168,CONTRADICTORY,external\ps3\ep2\background\res_s1_01.png,external\ryukishi\ep2\CG\bg_168.png
unknown,right,NO_MATCH,right,right,NAEGLES,external\ps3\ep1\right.png,external\ryukishi\ep1\CG\right.png
_kakera38.txt,rouka1,rouka1,rouka1,rouka1,IDENTICAL,external\ps3\ep2\background\rouka1.png,external\ryukishi\ep5\CG\rouka1.png
_tsum_023_1.txt,rouka1_01,rouka2,NO_MATCH,rouka2,AUTOMATIC,external\ps3\ep5\background\rouka1_01.png,external\ryukishi\ep5\CG\rouka2.png
_meak_017.txt,rouka1_02,rouka3,NO_MATCH,rouka3,AUTOMATIC,external\ps3\ep5\background\rouka1_02.png,external\ryukishi\ep5\CG\rouka3.png
_tsum_023_1.txt,ryoutei2_01,ryoutei2,ima1,ryoutei2,CONTRADICTORY,external\ps3\ep4\background\ryoutei2_01.png,external\ryukishi\ep6\CG\ryoutei2.png
_mats_002.txt,ryuuketu1,ryuuketu1,ryuuketu1,ryuuketu1,IDENTICAL,external\ps3\ep1\background\ryuuketu1.png,external\ryukishi\ep1\CG\ryuuketu1.png
unknown,s_jump_back,NO_MATCH,s_jump_back,s_jump_back,NAEGLES,external\ps3\ep2\s_jump_back.png,external\ryukishi\ep2\CG\s_jump_back.png
_mina_006.txt,saiguden_01,jsa3,jsa4,jsa3,CONTRADICTORY,external\ps3\ep2\background\saiguden_01.png,external\ryukishi\ep5\CG\jsa3.png
wata_012_03.txt,saiguden_02,jsa3,jsa4,jsa3,CONTRADICTORY,external\ps3\ep2\background\saiguden_02.png,external\ryukishi\ep5\CG\jsa3.png
_tsum_007.txt,saten1,saten1,NO_MATCH,saten1,AUTOMATIC,external\ps3\ep6\background\saten1.png,external\ryukishi\ep6\CG\saten1.png
_tsum_007.txt,saten2,saten2,NO_MATCH,saten2,AUTOMATIC,external\ps3\ep6\background\saten2.png,external\ryukishi\ep6\CG\saten2.png
unknown,scenario_a,NO_MATCH,scenario_a,scenario_a,NAEGLES,external\ps3\ep1\scenario_a.png,external\ryukishi\ep1\CG\scenario_a.png
unknown,scenario_b,NO_MATCH,scenario_b,scenario_b,NAEGLES,external\ps3\ep1\scenario_b.png,external\ryukishi\ep1\CG\scenario_b.png
unknown,scenario_b_j,NO_MATCH,scenario_b_j,scenario_b_j,NAEGLES,external\ps3\ep1\scenario_b_j.png,external\ryukishi\ep1\CG\scenario_b_j.png
unknown,scenario_c,NO_MATCH,scenario_c,scenario_c,NAEGLES,external\ps3\ep1\scenario_c.png,external\ryukishi\ep1\CG\scenario_c.png
unknown,scenario_c_j,NO_MATCH,scenario_c_j,scenario_c_j,NAEGLES,external\ps3\ep1\scenario_c_j.png,external\ryukishi\ep1\CG\scenario_c_j.png
_tsum_019.txt,si_g1,si_h1,si_g1,si_g1,NAEGLES,external\ps3\ep5\background\si_g1.png,external\ryukishi\ep5\CG\si_g1.png
_mats_020.txt,si_h2,si_h2,NO_MATCH,si_h2,AUTOMATIC,external\ps3\ep5\background\si_h2.png,external\ryukishi\ep5\CG\si_h2.png
_mats_019.txt,si_h2_01,si_h2,NO_MATCH,si_h2,AUTOMATIC,external\ps3\ep5\background\si_h2_01.png,external\ryukishi\ep5\CG\si_h2.png
_meak_ep_02.txt,si_h3,si_h3,NO_MATCH,si_h3,AUTOMATIC,external\ps3\ep5\background\si_h3.png,external\ryukishi\ep5\CG\si_h3.png
_mats_002.txt,si_h6,si_h6,NO_MATCH,si_h6,AUTOMATIC,external\ps3\ep5\background\si_h6.png,external\ryukishi\ep5\CG\si_h6.png
_kakera17.txt,si_mansion,si_g2,NO_MATCH,si_g2,AUTOMATIC,external\ps3\ep5\background\si_mansion.png,external\ryukishi\ep5\CG\si_g2.png
unknown,sil1a,NO_MATCH,jsa3,jsa3,NAEGLES,external\ps3\ep2\scene\sil1a.png,external\ryukishi\ep5\CG\jsa3.png
_tsum_tips_014.txt,simen3,simen2,bg_182,bg_182,CONTRADICTORY,external\ps3\ep1\background\simen3.png,external\ryukishi\ep2\CG\bg_182.png
_mats_025.txt,sinryou_matiai1,sinryo_matiai1,sinryo_matiai1,sinryo_matiai1,IDENTICAL,external\ps3\ep1\background\sinryou_matiai1.png,external\ryukishi\ep7\CG\sinryo_matiai1.png
hima_003_05.txt,sinryou_matiai1_01,sinryo_matiai1,sinryo_matiai1,sinryo_matiai1,IDENTICAL,external\ps3\ep4\background\sinryou_matiai1_01.png,external\ryukishi\ep7\CG\sinryo_matiai1.png
_mats_022.txt,sinryou_sinsatu1,sinryo_sinsatu1,sinryo_sinsatu1,sinryo_sinsatu1,IDENTICAL,external\ps3\ep1\background\sinryou_sinsatu1.png,external\ryukishi\ep7\CG\sinryo_sinsatu1.png
hima_003_04.txt,sinryou_sinsatu1_02,sinryo_sinsatu1,sinryo_sinsatu1,sinryo_sinsatu1,IDENTICAL,external\ps3\ep3\background\sinryou_sinsatu1_02.png,external\ryukishi\ep7\CG\sinryo_sinsatu1.png
_mats_022.txt,sinryou_sinsatu2,sinryo_sinsatu2,sinryo_sinsatu1,sinryo_sinsatu2,CONTRADICTORY,external\ps3\ep4\background\sinryou_sinsatu2.png,external\ryukishi\ep7\CG\sinryo_sinsatu2.png
_mats_020.txt,sinryou_sinsatu3,sinryo_sinsatu3,NO_MATCH,sinryo_sinsatu3,AUTOMATIC,external\ps3\ep7\background\sinryou_sinsatu3.png,external\ryukishi\ep7\CG\sinryo_sinsatu3.png
_mats_022.txt,sinryou_sinsatu3_01,NO_MATCH,sinryo_sinsatu3,sinryo_sinsatu3,NAEGLES,external\ps3\ep8\background\sinryou_sinsatu3_01.png,external\ryukishi\ep7\CG\sinryo_sinsatu3.png
_mats_013.txt,sinryou_sinsatu4,sinryo_sinsatu4,ke5,sinryo_sinsatu4,CONTRADICTORY,external\ps3\ep4\background\sinryou_sinsatu4.png,external\ryukishi\ep7\CG\sinryo_sinsatu4.png
_mats_025.txt,sinryou_soto1,sinryo_soto2,sinryo_soto1,sinryo_soto1,CONTRADICTORY,external\ps3\ep1\background\sinryou_soto1.png,external\ryukishi\ep6\CG\sinryo_soto1.png
_mina_009_2.txt,sinryou_soto1_01,sinryo_soto1,sinryo_soto1,sinryo_soto1,IDENTICAL,external\ps3\ep4\background\sinryou_soto1_01.png,external\ryukishi\ep6\CG\sinryo_soto1.png
_mats_025.txt,sinryou_soto1_02,sinryo_soto1,sinryo_soto1,sinryo_soto1,IDENTICAL,external\ps3\ep3\background\sinryou_soto1_02.png,external\ryukishi\ep6\CG\sinryo_soto1.png
_mats_022.txt,sinryou_soto3,sinryo_soto2,sinryo_soto3,sinryo_soto3,NAEGLES,external\ps3\ep1\background\sinryou_soto3.png,external\ryukishi\ep7\CG\sinryo_soto3.png
_mina_009_2.txt,sinryou_soto3_01,sinryo_soto3,NO_MATCH,sinryo_soto3,AUTOMATIC,external\ps3\ep7\background\sinryou_soto3_01.png,external\ryukishi\ep7\CG\sinryo_soto3.png
_mats_021.txt,so1,so1,so1,so1,IDENTICAL,external\ps3\ep2\background\so1.png,external\ryukishi\ep5\CG\so1.png
_mats_018.txt,so1_02,so1,so1,so1,IDENTICAL,external\ps3\ep3\background\so1_02.png,external\ryukishi\ep5\CG\so1.png
_mats_021.txt,so2,so2,so2,so2,IDENTICAL,external\ps3\ep2\background\so2.png,external\ryukishi\ep5\CG\so2.png
tata_009_02.txt,so2_01,NO_MATCH,so2,so2,NAEGLES,external\ps3\ep3\background\so2_01.png,external\ryukishi\ep5\CG\so2.png
_mats_021.txt,so3,so3,so3,so3,IDENTICAL,external\ps3\ep2\background\so3.png,external\ryukishi\ep5\CG\so3.png
_mina_018.txt,so5,so5,NO_MATCH,so5,AUTOMATIC,external\ps3\ep5\background\so5.png,external\ryukishi\ep7\CG\so5.png
_meak_012.txt,so6,so3,NO_MATCH,so3,AUTOMATIC,external\ps3\ep5\background\so6.png,external\ryukishi\ep5\CG\so3.png
_mats_021.txt,so_chikafuroa,jsa6,black,black,CONTRADICTORY,external\ps3\ep2\background\so_chikafuroa.png,external\ryukishi\ep1\CG\black.png
_mats_021.txt,so_chikaido1,jsa7,NO_MATCH,jsa7,AUTOMATIC,external\ps3\ep5\background\so_chikaido1.png,external\ryukishi\ep5\CG\jsa7.png
_mats_021.txt,so_chikasaishinbu,jsa9,NO_MATCH,jsa9,AUTOMATIC,external\ps3\ep8\background\so_chikasaishinbu.png,external\ryukishi\ep8\jsa9.png
_mina_op.txt,so_d1,so_d1,so_d1,so_d1,IDENTICAL,external\ps3\ep4\background\so_d1.png,external\ryukishi\ep5\CG\so_d1.png
_meak_021_2.txt,so_d1_01,so_d1,so_d1,so_d1,IDENTICAL,external\ps3\ep4\background\so_d1_01.png,external\ryukishi\ep5\CG\so_d1.png
_kakera38.txt,so_g1,so_g1,so_g1,so_g1,IDENTICAL,external\ps3\ep2\background\so_g1.png,external\ryukishi\ep5\CG\so_g1.png
_mats_021.txt,so_k1,so_k1,so_k1,so_k1,IDENTICAL,external\ps3\ep2\background\so_k1.png,external\ryukishi\ep5\CG\so_k1.png
_mats_025.txt,sora,sora,sora2,sora2,CONTRADICTORY,external\ps3\ep2\background\sora.png,external\ryukishi\ep5\CG\sora2.png
unknown,sora1,NO_MATCH,sora2,sora2,NAEGLES,external\ps3\ep1\sora1.png,external\ryukishi\ep5\CG\sora2.png
_mats_025.txt,sora2,sora2,sora3,sora2,CONTRADICTORY,external\ps3\ep2\background\sora2.png,external\ryukishi\ep5\CG\sora2.png
_mats_024.txt,sora5,sora3,sora3,sora3,IDENTICAL,external\ps3\ep1\background\sora5.png,external\ryukishi\ep5\CG\sora3.png
_mats_018.txt,sora6,sora6,sora3,sora3,CONTRADICTORY,external\ps3\ep1\background\sora6.png,external\ryukishi\ep5\CG\sora3.png
_mats_025.txt,sora_01,gy7,NO_MATCH,gy7,AUTOMATIC,external\ps3\ep2\background\sora_01.png,external\ryukishi\ep6\CG\gy7.png
unknown,staff01,NO_MATCH,staff01,staff01,NAEGLES,external\ps3\ep4\staff01.png,external\ryukishi\ep4\CG\staff01.png
_mats_022.txt,susuki,kusa,kusa,kusa,IDENTICAL,external\ps3\ep4\background\susuki.png,external\ryukishi\ep6\CG\kusa.png
hima_003_04.txt,ta1,bg_214,bg_214,bg_214,IDENTICAL,external\ps3\ep4\background\ta1.png,external\ryukishi\ep4\CG\bg_214.png
_mina_009_2.txt,ta2,ta2_mura,ta2_mura,ta2_mura,IDENTICAL,external\ps3\ep4\background\ta2.png,external\ryukishi\ep6\CG\ta2_mura.png
_kakera40.txt,ta3_01,ta2_mura,NO_MATCH,ta2_mura,AUTOMATIC,external\ps3\ep8\background\ta3_01.png,external\ryukishi\ep6\CG\ta2_mura.png
_mats_006.txt,ta_tel_02,NO_MATCH,black,black,NAEGLES,external\ps3\ep8\background\ta_tel_02.png,external\ryukishi\ep1\CG\black.png
unknown,tata_jisitu01,NO_MATCH,tata_jisitu01,tata_jisitu01,NAEGLES,external\ps3\ep3\tata_jisitu01.png,external\ryukishi\ep3\CG\tata_jisitu01.png
unknown,tata_jisitu02,NO_MATCH,tata_jisitu02,tata_jisitu02,NAEGLES,external\ps3\ep3\tata_jisitu02.png,external\ryukishi\ep3\CG\tata_jisitu02.png
unknown,tata_jisitu03,NO_MATCH,tata_jisitu03,tata_jisitu03,NAEGLES,external\ps3\ep3\tata_jisitu03.png,external\ryukishi\ep3\CG\tata_jisitu03.png
unknown,tata_kuruma01,NO_MATCH,tata_kuruma01,tata_kuruma01,NAEGLES,external\ps3\ep3\tata_kuruma01.png,external\ryukishi\ep3\CG\tata_kuruma01.png
unknown,tata_kuruma02,NO_MATCH,tata_kuruma02,tata_kuruma02,NAEGLES,external\ps3\ep3\tata_kuruma02.png,external\ryukishi\ep3\CG\tata_kuruma02.png
unknown,tata_kuruma03,NO_MATCH,tata_kuruma03,tata_kuruma03,NAEGLES,external\ps3\ep3\tata_kuruma03.png,external\ryukishi\ep3\CG\tata_kuruma03.png
unknown,tata_kuruma04,NO_MATCH,tata_kuruma04,tata_kuruma04,NAEGLES,external\ps3\ep3\tata_kuruma04.png,external\ryukishi\ep3\CG\tata_kuruma04.png
unknown,tata_kuruma05,NO_MATCH,tata_kuruma05,tata_kuruma05,NAEGLES,external\ps3\ep3\tata_kuruma05.png,external\ryukishi\ep3\CG\tata_kuruma05.png
unknown,tata_kuruma06,NO_MATCH,tata_kuruma06,tata_kuruma06,NAEGLES,external\ps3\ep3\tata_kuruma06.png,external\ryukishi\ep3\CG\tata_kuruma06.png
unknown,tata_kuruma07,NO_MATCH,tata_kuruma07,tata_kuruma07,NAEGLES,external\ps3\ep3\tata_kuruma07.png,external\ryukishi\ep3\CG\tata_kuruma07.png
onik_015_03.txt,tegami1,bg_219,bg_219,bg_219,IDENTICAL,external\ps3\ep1\background\tegami1.png,external\ryukishi\ep1\CG\bg_219.png
onik_015_03.txt,tegami2,bg_220,bg_220,bg_220,IDENTICAL,external\ps3\ep1\background\tegami2.png,external\ryukishi\ep1\CG\bg_220.png
onik_015_03.txt,tegami3,bg_221,bg_221,bg_221,IDENTICAL,external\ps3\ep1\background\tegami3.png,external\ryukishi\ep1\CG\bg_221.png
_meak_005.txt,tennai1,tennai1,tennai1,tennai1,IDENTICAL,external\ps3\ep1\background\tennai1.png,external\ryukishi\ep5\CG\tennai1.png
_meak_005.txt,tirasi1,tirasi1,NO_MATCH,tirasi1,AUTOMATIC,external\ps3\ep5\background\tirasi1.png,external\ryukishi\ep5\CG\tirasi1.png
unknown,title02,NO_MATCH,title02,title02,NAEGLES,external\ps3\ep1\title02.png,external\ryukishi\ep1\CG\title02.png
unknown,title02_j,NO_MATCH,title_j,title_j,NAEGLES,external\ps3\ep1\title02_j.png,external\ryukishi\ep1\CG\title_j.png
_kakera51.txt,tk_dojo,jimu1,NO_MATCH,jimu1,AUTOMATIC,external\ps3\ep8\background\tk_dojo.png,external\ryukishi\ep8\jimu1.png
_mats_023.txt,tk_mo7,mo7,NO_MATCH,mo7,AUTOMATIC,external\ps3\ep8\background\tk_mo7.png,external\ryukishi\ep8\mo7.png
_mats_006.txt,tk_mo7_02,mo7,NO_MATCH,mo7,AUTOMATIC,external\ps3\ep8\background\tk_mo7_02.png,external\ryukishi\ep8\mo7.png
_mats_007.txt,tk_ryou1,ryou1,NO_MATCH,ryou1,AUTOMATIC,external\ps3\ep8\background\tk_ryou1.png,external\ryukishi\ep8\ryou1.png
_mats_005.txt,tk_ryou3_02,ryou3,NO_MATCH,ryou3,AUTOMATIC,external\ps3\ep8\background\tk_ryou3_02.png,external\ryukishi\ep8\ryou3.png
_mats_003.txt,tk_yo1,yo2,yo1,yo1,NAEGLES,external\ps3\ep8\background\tk_yo1.png,external\ryukishi\ep8\yo1.png
_mats_022.txt,tk_yo2,yo2,NO_MATCH,yo2,AUTOMATIC,external\ps3\ep8\background\tk_yo2.png,external\ryukishi\ep8\yo2.png
unknown,toketu1a,NO_MATCH,toketu1a,toketu1a,NAEGLES,external\ps3\ep2\toketu1a.png,external\ryukishi\ep2\CG\toketu1a.png
unknown,toketu1b,NO_MATCH,toketu1b,toketu1b,NAEGLES,external\ps3\ep2\toketu1b.png,external\ryukishi\ep2\CG\toketu1b.png
unknown,toketu1c,NO_MATCH,toketu1c,toketu1c,NAEGLES,external\ps3\ep2\toketu1c.png,external\ryukishi\ep2\CG\toketu1c.png
_mats_002.txt,torakku1,torakku1,NO_MATCH,torakku1,AUTOMATIC,external\ps3\ep8\background\torakku1.png,external\ryukishi\ep8\torakku1.png
_mats_022.txt,torakku2,torakku2,NO_MATCH,torakku2,AUTOMATIC,external\ps3\ep7\background\torakku2.png,external\ryukishi\ep7\CG\torakku2.png
hima_001.txt,torishirabeshitu,bg_171,bg_171,bg_171,IDENTICAL,external\ps3\ep4\background\torishirabeshitu.png,external\ryukishi\ep4\CG\bg_171.png
_meak_012.txt,torishirabeshitu_01,NO_MATCH,bg_171,bg_171,NAEGLES,external\ps3\ep5\background\torishirabeshitu_01.png,external\ryukishi\ep4\CG\bg_171.png
_mina_019.txt,tosyo1,tosyo1,tosyo1,tosyo1,IDENTICAL,external\ps3\ep2\background\tosyo1.png,external\ryukishi\ep5\CG\tosyo1.png
_mina_016.txt,tosyo1_01,mati3,tosyo1,tosyo1,NAEGLES,external\ps3\ep7\background\tosyo1_01.png,external\ryukishi\ep5\CG\tosyo1.png
_kakera22.txt,tosyo2,tosyo2,tosyo2,tosyo2,IDENTICAL,external\ps3\ep2\background\tosyo2.png,external\ryukishi\ep5\CG\tosyo2.png
unknown,up,NO_MATCH,up,up,EFFECT,external\ps3\ep1\up.png,external\ryukishi\ep1\CG\up.png
unknown,white,NO_MATCH,white,white,EFFECT,external\ps3\ep1\white.png,external\ryukishi\ep1\CG\white.png
unknown,windo_filter,NO_MATCH,windo_filter,windo_filter,EFFECT,external\ps3\ep1\windo_filter.png,external\ryukishi\ep1\CG\windo_filter.png
unknown,windo_filter_adv,NO_MATCH,NO_MATCH,NO_MATCH,EFFECT,external\ps3\ep1\windo_filter_adv.png,NO_MATCH
unknown,windo_filter_nvladv,NO_MATCH,NO_MATCH,NO_MATCH,EFFECT,external\ps3\ep1\windo_filter_nvladv.png,NO_MATCH
_mats_op.txt,xta1,ta1_tokyo,NO_MATCH,ta1_tokyo,AUTOMATIC,external\ps3\ep8\background\xta1.png,external\ryukishi\ep8\ta1_tokyo.png
_mats_op.txt,xta2,ta2_tokyo,NO_MATCH,ta2_tokyo,AUTOMATIC,external\ps3\ep8\background\xta2.png,external\ryukishi\ep8\ta2_tokyo.png
_mats_op.txt,xta3,ta3,NO_MATCH,ta3,AUTOMATIC,external\ps3\ep8\background\xta3.png,external\ryukishi\ep8\ta3.png
_kakera13.txt,y_damu2,y_damu2,y_damu2,y_damu2,IDENTICAL,external\ps3\ep1\background\y_damu2.png,external\ryukishi\ep6\CG\y_damu2.png
_meak_022_2.txt,y_ie1,bg_242,bg_242,bg_242,IDENTICAL,external\ps3\ep1\background\y_ie1.png,external\ryukishi\ep2\CG\bg_242.png
_mats_025.txt,y_kawa3,bg_247,bg_247,bg_247,IDENTICAL,external\ps3\ep1\background\y_kawa3.png,external\ryukishi\ep1\CG\bg_247.png
_kakera15.txt,y_oni1,oni2,bg_259,bg_259,CONTRADICTORY,external\ps3\ep4\background\y_oni1.png,external\ryukishi\ep3\CG\bg_259.png
tata_011_02.txt,y_oni1_01,bg_259,bg_259,bg_259,IDENTICAL,external\ps3\ep3\background\y_oni1_01.png,external\ryukishi\ep3\CG\bg_259.png
_mina_ep.txt,yg2,yg2,NO_MATCH,yg2,AUTOMATIC,external\ps3\ep7\background\yg2.png,external\ryukishi\ep7\CG\yg2.png
_mina_ep.txt,ygk1,ygk1,NO_MATCH,ygk1,AUTOMATIC,external\ps3\ep7\background\ygk1.png,external\ryukishi\ep7\CG\ygk1.png
_mina_ep.txt,ygk3,ygk2,ygk3,ygk3,NAEGLES,external\ps3\ep7\background\ygk3.png,external\ryukishi\ep7\CG\ygk3.png
_mats_014.txt,yhu2,yhu2,yhu2,yhu2,IDENTICAL,external\ps3\ep2\background\yhu2.png,external\ryukishi\ep5\CG\yhu2.png
_mina_028.txt,ymo1,ymo1,NO_MATCH,ymo1,AUTOMATIC,external\ps3\ep5\background\ymo1.png,external\ryukishi\ep5\CG\ymo1.png
_mats_006.txt,ymo1_01,ymo1,ymo1,ymo1,IDENTICAL,external\ps3\ep3\background\ymo1_01.png,external\ryukishi\ep5\CG\ymo1.png
_mats_002.txt,ymo2,ymo2,NO_MATCH,ymo2,AUTOMATIC,external\ps3\ep5\background\ymo2.png,external\ryukishi\ep5\CG\ymo2.png
_mats_006.txt,ymo2_01,mo2,ymo2,ymo2,CONTRADICTORY,external\ps3\ep3\background\ymo2_01.png,external\ryukishi\ep5\CG\ymo2.png
_kakera49.txt,ymo3,ymo3,NO_MATCH,ymo3,AUTOMATIC,external\ps3\ep5\background\ymo3.png,external\ryukishi\ep5\CG\ymo3.png
_mats_006.txt,ymo3_01,ymo3,ymo3,ymo3,IDENTICAL,external\ps3\ep3\background\ymo3_01.png,external\ryukishi\ep5\CG\ymo3.png
tata_012.txt,yugk3_01,gk3,gk3,gk3,IDENTICAL,external\ps3\ep3\background\yugk3_01.png,external\ryukishi\ep5\CG\gk3.png
