ps3 sprite file, ps3 image, ryukishi best match, manual match, count of best match, confidence,all matches,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match,match
_tsum_026.txt,sprite/renasen2_warai_,Re_waraiA1#,,2,33%,2:Re_waraiA1#,2:Re_WaraiB1#,1:re_WaraiB1#,1:Re_DefB1#,,,,,,,,,,,,,,,,
omake.txt,sprite/ri1_def_a1_,ri_se_de_a1,,85,56%,85:ri_se_de_a1,53:Ri_DefA1,2:Ri_defA1,2:sprites/rika/ri_defa1,1:me_se_wi_a2,1:ta_si_de_a1,1:oi_si_wa_a1,1:si_si_aw_a1,1:no_data,1:Ri_KomaruA1,1:ri_defA1,1:sprites/rika/ri_waraia1,1:sprites/keiiti/kei_warai,,,,,,,
omake.txt,sprite/ri1_fuman_a1_,Ri_FumanA1,,24,56%,24:Ri_FumanA1,5:ri_se_ko_a1,5:Ri_KomaruA1,3:Ri_fumanA1,2:ri_se_de_a1,2:ri_se_ni_a1,1:Ri_WaraiA1,1:sprites/rena/re_waraib1,,,,,,,,,,,,
omake.txt,sprite/ri1_komaru_a1_,Ri_KomaruA1,,25,48%,25:Ri_KomaruA1,22:ri_se_ko_a1,1:si_si_fu_a1,1:Ri_komaruA1,1:sprites/rika/ri_komarua1,1:sprites/rika/ri_waraia1,1:sprites/satosi/sato_komaru2,,,,,,,,,,,,,
hirukowashi02_3.txt,sprite/ri1_komaru_a2_,Ri_KomaruA1,,10,56%,10:Ri_KomaruA1,6:Ri_KomaruA2,2:ri_se_ko_a1,,,,,,,,,,,,,,,,,
hirukowashi02_2.txt,sprite/ri1_majime_a1_,Ri_MajimeA1,,12,57%,12:Ri_MajimeA1,4:Ri_majimeA1,2:sprites/rika/ri_majimea1,1:ri_se_wa_a1,1:ri_se_ko_a1,1:Sa_nakuB1,,,,,,,,,,,,,,
batsukoishi01.txt,sprite/ri1_niko_a1_,ri_se_ni_a1,,56,68%,56:ri_se_ni_a1,22:Ri_NikoA1,1:oi_si_wa_a1,1:ta_si_aw_a1,1:me_se_bi_a1,1:si_si_fu_a1,,,,,,,,,,,,,,
omake.txt,sprite/ri1_niyari_a1_,Ri_NiyariA1,,10,91%,10:Ri_NiyariA1,1:sprites/rika/ri_waraia1,,,,,,,,,,,,,,,,,,
omake.txt,sprite/ri1_warai_a1_,ri_se_wa_a1,,78,54%,78:ri_se_wa_a1,47:Ri_WaraiA1,3:sprites/rika/ri_waraia1,2:me_se_bi_a1,2:si_si_fu_a1,2:Ri_WAraiA1,2:Ri_waraiA1,1:me_se_wi_a1,1:ir_si_wa_a1,1:oi_si_wa_a1,1:si_si_wa_b1,1:Ri_KomaruA1,1:sprites/satoko/sa_odorokib2,1:sprites/rena/re_waraia1,1:sprites/satosi/sato_komaru2,1:sprites/keiiti/kei_warai,,,,
hirukowashi03.txt,sprite/ri2_def_a1_,Ri_DefA1#,,27,52%,27:Ri_DefA1#,20:ri_si_de_a1,2:Ri_DefA1,2:sprites/rika/sifuku/ri_defa1,1:Ri_WaraiA1#,,,,,,,,,,,,,,,
hirukowashi00.txt,sprite/ri2_fuman_a1_,Ri_FumanA1#,,5,62%,5:Ri_FumanA1#,2:Ri_FumanA1,1:sprites/rika/sifuku/ri_fumana1,,,,,,,,,,,,,,,,,
hirukowashi04.txt,sprite/ri2_komaru_a1_,Ri_KomaruA1#,,21,68%,21:Ri_KomaruA1#,6:ri_si_ko_a1,2:sprites/rika/sifuku/ri_komarua1,1:Ri_Komarua1#,1:sprites/rika/ri_komarua1,,,,,,,,,,,,,,,
hirukowashi00.txt,sprite/ri2_komaru_a2_,Ri_KomaruA1#,,6,60%,6:Ri_KomaruA1#,3:Ri_KomaruA2#,1:sprites/rika/sifuku/ri_komarua2,,,,,,,,,,,,,,,,,
hirukowashi04.txt,sprite/ri2_majime_a1_,Ri_MajimeA1#,,17,63%,17:Ri_MajimeA1#,4:Ri_majimeA1#,3:sprites/rika/sifuku/ri_majimea1,2:Ri_MajimeA1,1:sprites/rika/ri_majimea1,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/ri2_niko_a1_,ri_si_ni_a1,,26,53%,26:ri_si_ni_a1,19:Ri_NikoA1#,1:ri_si_wa_a1,1:re_si_de_a1,1:Ri_NikoA1,1:sprites/rika/sifuku/ri_nikoa1,,,,,,,,,,,,,,
hirukowashi00.txt,sprite/ri2_niyari_a1_,Ri_NiyariA1#,,7,88%,7:Ri_NiyariA1#,1:sprites/rika/sifuku/ri_niyaria1,,,,,,,,,,,,,,,,,,
saikoroshi00.txt,sprite/ri2_warai_a1_,ri_si_wa_a1,,36,45%,36:ri_si_wa_a1,36:Ri_WaraiA1#,3:sprites/rika/sifuku/ri_waraia1,2:Ri_WaraiA1,1:Ri_waraiA1#,1:Ri_Waraia1#,1:Ha_DefA1,,,,,,,,,,,,,
_tsum_001.txt,sprite/ri3_def_a1_,ri_ta_de_a1,,6,86%,6:ri_ta_de_a1,1:Ri_DefA1&,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/ri3_komaru_a1_,Ri_KomaruA1&,,2,67%,2:Ri_KomaruA1&,1:ri_ta_ko_a1,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/ri3_niko_a1_,ri_ta_ni_a1,,3,60%,3:ri_ta_ni_a1,2:Ri_NikoA1&,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/ri3_warai_a1_,Ri_WaraiA1&,,4,57%,4:Ri_WaraiA1&,3:ri_ta_wa_a1,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/ri4_def_a1_,sprites/rika/nekomimi/ri_defa1,,3,100%,3:sprites/rika/nekomimi/ri_defa1,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/ri4_komaru_a1_,sprites/rika/nekomimi/ri_komarua1,,5,62%,5:sprites/rika/nekomimi/ri_komarua1,3:ri_nk_ko_a1,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/ri4_niko_a1_,sprites/rika/nekomimi/ri_nikoa1,,3,100%,3:sprites/rika/nekomimi/ri_nikoa1,,,,,,,,,,,,,,,,,,,
staffroom.txt,sprite/ri4_warai_a1_,sprites/rika/nekomimi/ri_waraia1,,6,100%,6:sprites/rika/nekomimi/ri_waraia1,,,,,,,,,,,,,,,,,,,
_tsum_012_1.txt,sprite/ri5_def_a1_,ri_mk_de_a1,,12,86%,12:ri_mk_de_a1,1:sa_si_aw_a1,1:Ri_DefA1#,,,,,,,,,,,,,,,,,
_meak_016_2.txt,sprite/ri5_komaru_a1_,ri_mk_ko_a1,,6,86%,6:ri_mk_ko_a1,1:Ri_komaruA1%,,,,,,,,,,,,,,,,,,
_meak_010.txt,sprite/ri5_niko_a1_,ri_mk_ni_a1,,11,79%,11:ri_mk_ni_a1,2:ri_mk_de_a1,1:Ri_NikoA1%,,,,,,,,,,,,,,,,,
batsukoishi01.txt,sprite/ri5_warai_a1_,ri_mk_wa_a1,,8,62%,8:ri_mk_wa_a1,4:Ri_WaraiA1%,1:sprites/rena/re_waraia1,,,,,,,,,,,,,,,,,
_tsum_003_4.txt,sprite/ri6_def_a1_,Ri_DefA1$,,3,100%,3:Ri_DefA1$,,,,,,,,,,,,,,,,,,,
_tsum_003_2.txt,sprite/ri6_komaru_a1_,Ri_KomaruA1$,,2,100%,2:Ri_KomaruA1$,,,,,,,,,,,,,,,,,,,
_tsum_003_2.txt,sprite/ri6_niko_a1_,Ri_NikoA1$,,1,100%,1:Ri_NikoA1$,,,,,,,,,,,,,,,,,,,
_mats_025.txt,sprite/ri6_warai_a1_,Ri_WaraiA1$,,4,80%,4:Ri_WaraiA1$,1:Ri_waraiA1$,,,,,,,,,,,,,,,,,,
hima_003_05.txt,sprite/rim_def_,ri_si_de_a1,,19,83%,19:ri_si_de_a1,2:ri_si_ni_a1,1:ri_si_wa_a1,1:ri_si_fu_a1,,,,,,,,,,,,,,,,
hima_003_05.txt,sprite/rim_komaru_,ri_si_ko_a1,,9,75%,9:ri_si_ko_a1,2:ri_si_ni_a1,1:ri_si_de_a1,,,,,,,,,,,,,,,,,
hima_003_05.txt,sprite/rim_majime_,ri_si_fu_a1,,7,78%,7:ri_si_fu_a1,1:ri_se_fu_a1,1:ri_si_ko_a2,,,,,,,,,,,,,,,,,
hima_003_04.txt,sprite/rim_niyari_,ri_si_ny_a1,,3,100%,3:ri_si_ny_a1,,,,,,,,,,,,,,,,,,,
_mats_010.txt,sprite/rim_warai_,ri_si_wa_a1,,13,62%,13:ri_si_wa_a1,7:ri_si_ni_a1,1:Ri_WaraiA1#,,,,,,,,,,,,,,,,,
omake.txt,sprite/rina_def_,Rina_Def,,12,75%,12:Rina_Def,2:Rina_Warai,1:Rina_warai,1:sprites/sonota/rina_def,,,,,,,,,,,,,,,,
_tsum_018.txt,sprite/rina_ikari_,Rina_Def,,1,50%,1:Rina_Def,1:Rina_Ikari,,,,,,,,,,,,,,,,,,
_mina_tips_004.txt,sprite/rina_warai_,Rina_Warai,,11,73%,11:Rina_Warai,2:Rina_Def,2:Rina_warai,,,,,,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1a_akireru_a1_,sa_se_ak_a1,,42,49%,42:sa_se_ak_a1,25:Sa_AkireruA1,9:sprites/satoko/sa_akirerua1,2:Sa_YareyareA1,1:ir_si_wa_a1,1:ri_se_de_a1,1:ri_se_ni_a1,1:Sa_AkireruB1,1:Sa_AkuwaraiB1,1:sprites/mion/me_akuwaraib1,1:sprites/satosi/sato_komaru2,,,,,,,,,
hirukowashi02.txt,sprite/sa1a_akuwarai_a1_,sa_se_aw_a1,,69,81%,69:sa_se_aw_a1,12:Sa_AkuwaraiA1,2:sa_se_bi_b1,1:si_si_fu_a1,1:sprites/sonota/oisi2,,,,,,,,,,,,,,,
saikoroshi02.txt,sprite/sa1a_def_a1_,sa_se_de_a1,,37,70%,37:sa_se_de_a1,10:Sa_DefA1,1:sa_se_de_b1,1:si_si_aw_a1,1:sa_se_ha_b1,1:Sa_YareyareB2,1:Sa_defA1,1:sprites/satoko/sa_defa1,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1a_hannbeso_a1_,sa_se_hn_a1,,5,36%,5:sa_se_hn_a1,5:Sa_HannbesoA1,1:re_se_ko_b1,1:me_se_ik_a2,1:re_se_ik_b1,1:sprites/satoko/sa_hannbesoa1,,,,,,,,,,,,,,
_mina_025.txt,sprite/sa1a_hannbeso_a3_,sa_se_hn_a3,,2,50%,2:sa_se_hn_a3,1:Sa_HannbesoA3,1:Sa_hannbesoA3,,,,,,,,,,,,,,,,,
_mats_009.txt,sprite/sa1a_hau_a1_,sa_se_ha_a1,,8,73%,8:sa_se_ha_a1,1:sa_se_aw_b1,1:Sa_HauA1,1:Sa_YareyareB1,,,,,,,,,,,,,,,,
_mina_025.txt,sprite/sa1a_hau_a2_,sa_se_ha_a2,,5,83%,5:sa_se_ha_a2,1:Sa_HauA2,,,,,,,,,,,,,,,,,,
batsukoishi01.txt,sprite/sa1a_muhyou_a1_,sa_se_mu_a1,,9,43%,9:sa_se_mu_a1,9:Sa_MuhyouA1,2:Sa_muhyouA1,1:sa_se_ha_a1,,,,,,,,,,,,,,,,
_mina_tips_009.txt,sprite/sa1a_muhyou_a2_,sa_se_mu_a2,,8,62%,8:sa_se_mu_a2,4:Sa_MuhyouA2,1:Sa_muhyouA2,,,,,,,,,,,,,,,,,
_mina_tips_009.txt,sprite/sa1a_naku_a1_,sa_se_na_a1,,7,70%,7:sa_se_na_a1,2:Sa_NakuA1,1:sa_se_hn_a1,,,,,,,,,,,,,,,,,
hirukowashi02_3.txt,sprite/sa1a_odoroki_a1_,sa_se_bi_a1,,41,69%,41:sa_se_bi_a1,17:Sa_OdorokiA1,1:sprites/mion/me_akuwaraib1,,,,,,,,,,,,,,,,,
_mina_tips_009.txt,sprite/sa1a_sakebu_a1_,sa_se_sa_a1,,3,43%,3:sa_se_sa_a1,2:Sa_SakebuA1,1:sa_se_na_b1,1:Sa_sakebuA1,,,,,,,,,,,,,,,,
saikoroshi03.txt,sprite/sa1a_warai_a1_,sa_se_wa_a1,,37,58%,37:sa_se_wa_a1,16:Sa_WaraiA1,4:sprites/satoko/sa_waraia1,3:me_se_wi_a1,1:Sa_waraiA1,1:sprites/sonota/oisi4,1:sprites/keiiti/kei_warai,1:sprites/rena/re_waraib1,,,,,,,,,,,,
saikoroshi02.txt,sprite/sa1a_yareyare_a1_,Sa_YareyareA1,,12,43%,12:Sa_YareyareA1,9:sa_se_ya_a1,3:Sa_YAreyareA1,2:sprites/satoko/sa_yareyarea1,1:sa_se_bi_a1,1:Sa_OdorokiA1,,,,,,,,,,,,,,
_mina_025.txt,sprite/sa1a_yareyare_a2_,sa_se_ya_a2,,4,67%,4:sa_se_ya_a2,2:Sa_YareyareA2,,,,,,,,,,,,,,,,,,
saikoroshi02.txt,sprite/sa1b_akireru_b1_,sa_se_ak_a2,,8,38%,8:sa_se_ak_a2,8:Sa_AkireruB1,2:sprites/satoko/sa_akirerub1,1:Sa_akireruB1,1:sprites/satoko/sifuku/sa_akirerub1,1:sprites/hanyu/ha_aua1,,,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1b_akuwarai_b1_,sa_se_aw_b1,,20,57%,20:sa_se_aw_b1,10:Sa_AkuwaraiB1,3:sprites/satoko/sa_akuwaraib1,1:sa_se_aw_a1,1:sa_se_wa_b1,,,,,,,,,,,,,,,
omake.txt,sprite/sa1b_def_b1_,Sa_DefB1,,3,43%,3:Sa_DefB1,2:sa_se_de_b1,1:Sa_AkuwaraiB1,1:sprites/mion/me_akuwaraia1,,,,,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1b_hannbeso_b1_,Sa_HannbesoB1,,6,40%,6:Sa_HannbesoB1,4:sa_se_hn_b2,4:sa_se_hn_b1,1:sprites/satoko/sa_hannbesob1,,,,,,,,,,,,,,,,
_meak_008.txt,sprite/sa1b_hannbeso_b3_,sa_se_hn_b3,,1,50%,1:sa_se_hn_b3,1:Sa_HannbesoB3,,,,,,,,,,,,,,,,,,
_tsum_022.txt,sprite/sa1b_hau_b1_,sa_se_ha_b1,,2,67%,2:sa_se_ha_b1,1:Sa_HauB1,,,,,,,,,,,,,,,,,,
tata_tips_03.txt,sprite/sa1b_hau_b2_,sa_se_wa_b1,,4,50%,4:sa_se_wa_b1,3:sa_se_ha_b2,1:ri_se_de_a1,,,,,,,,,,,,,,,,,
_mina_015_1.txt,sprite/sa1b_muhyou_b1_,Sa_MuhyouB1,,4,80%,4:Sa_MuhyouB1,1:Sa_muhyouB1,,,,,,,,,,,,,,,,,,
_kakera48.txt,sprite/sa1b_muhyou_b2_,Sa_MuhyouB2,,4,100%,4:Sa_MuhyouB2,,,,,,,,,,,,,,,,,,,
_mina_tips_009.txt,sprite/sa1b_naku_b1_,sa_se_na_b1,,9,60%,9:sa_se_na_b1,3:Sa_NakuB1,1:sa_se_na_b2,1:me_se_ik_a2,1:Sa_NakuA1,,,,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1b_odoroki_b1_,sa_se_bi_b1,,30,43%,30:sa_se_bi_b1,19:Sa_OdorokiB1,6:sa_se_bi_b2,5:sprites/satoko/sa_odorokib1,2:si_si_fu_a1,2:sprites/satosi/sato_komaru2,2:sprites/satoko/sa_odorokib2,1:sa_se_aw_a1,1:oi_si_wa_a1,1:ri_se_de_a1,1:re_se_ik_b1,,,,,,,,,
_kakera32.txt,sprite/sa1b_sakebu_b1_,Sa_SakebuB1,,6,60%,6:Sa_SakebuB1,3:sa_se_sa_b1,1:Sato_komaru,,,,,,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1b_warai_b1_,sa_se_wa_b1,,27,55%,27:sa_se_wa_b1,17:Sa_WaraiB1,3:sprites/satoko/sa_waraib1,1:re_se_wa_b1,1:Sa_waraiB1,,,,,,,,,,,,,,,
saikoroshi02_2.txt,sprite/sa1b_yareyare_b1_,sa_se_yah_b1,,4,36%,4:sa_se_yah_b1,3:Sa_YareyareB1,2:sprites/satoko/sa_yareyareb1,1:sprites/keiiti/kei_warai,1:sprites/hanyu/ha_aua1,,,,,,,,,,,,,,,
tata_002.txt,sprite/sa1b_yareyare_b2_,sa_se_yah_b2,,3,100%,3:sa_se_yah_b2,,,,,,,,,,,,,,,,,,,
saikoroshi04.txt,sprite/sa2a_akireru_a1_,Sa_AkireruA1#,,29,62%,29:Sa_AkireruA1#,15:sa_si_ak_a1,1:ri_mk_de_a1,1:sprites/satoko/sifuku/sa_akirerua1,1:sprites/satoko/sa_akirerua1,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/sa2a_akuwarai_a1_,sa_si_aw_a1,,31,70%,31:sa_si_aw_a1,11:Sa_AkuwaraiA1#,1:me_si_wi_a2,1:sprites/satoko/sifuku/sa_akuwaraia1,,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/sa2a_def_a1_,Sa_DefA1#,,13,50%,13:Sa_DefA1#,10:sa_si_de_a1,1:sa_si_aw_a1,1:Sa_defA1#,1:sprites/satoko/sifuku/sa_defa1,,,,,,,,,,,,,,,
_mats_021.txt,sprite/sa2a_hannbeso_a1_,Sa_HannbesoA1#,,3,38%,3:Sa_HannbesoA1#,2:Sa_HannbesoA1,1:sa_si_hn_a1,1:sa_si_bi_a1,1:Sa_HannbesoB1#,,,,,,,,,,,,,,,
_kakera30.txt,sprite/sa2a_hannbeso_a3_,Sa_HannbesoA3#,,2,100%,2:Sa_HannbesoA3#,,,,,,,,,,,,,,,,,,,
saikoroshi04.txt,sprite/sa2a_hau_a1_,Sa_HauA1#,,4,50%,4:Sa_HauA1#,3:sa_si_ha_a1,1:sprites/satoko/sifuku/sa_haua1,,,,,,,,,,,,,,,,,
_kakera30.txt,sprite/sa2a_hau_a2_,sa_si_ha_a2,,1,50%,1:sa_si_ha_a2,1:Sa_HauA2#,,,,,,,,,,,,,,,,,,
_kakera40.txt,sprite/sa2a_muhyou_a1_,Sa_MuhyouA1#,,5,100%,5:Sa_MuhyouA1#,,,,,,,,,,,,,,,,,,,
_mina_019.txt,sprite/sa2a_muhyou_a2_,Sa_MuhyouA2,,1,100%,1:Sa_MuhyouA2,,,,,,,,,,,,,,,,,,,
tata_004.txt,sprite/sa2a_naku_a1_,sa_si_na_a1,,3,100%,3:sa_si_na_a1,,,,,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/sa2a_odoroki_a1_,sa_si_bi_a1,,40,68%,40:sa_si_bi_a1,17:Sa_OdorokiA1#,1:Sa_OdorokiB1#,1:sprites/satoko/sifuku/sa_odorokia1,,,,,,,,,,,,,,,,
saikoroshi00.txt,sprite/sa2a_warai_a1_,sa_si_wa_a1,,30,54%,30:sa_si_wa_a1,24:Sa_WaraiA1#,1:ri_mk_de_a1,1:sprites/satoko/sa_waraia1,,,,,,,,,,,,,,,,
_mats_024.txt,sprite/sa2a_yareyare_a1_,sa_si_ya_a1,,9,64%,9:sa_si_ya_a1,5:Sa_YareyareA1#,,,,,,,,,,,,,,,,,,
tata_001.txt,sprite/sa2a_yareyare_a2_,sa_si_ya_a2,,1,100%,1:sa_si_ya_a2,,,,,,,,,,,,,,,,,,,
saikoroshi00.txt,sprite/sa2b_akireru_b1_,Sa_AkireruB1#,,10,67%,10:Sa_AkireruB1#,5:sa_si_ak_a2,,,,,,,,,,,,,,,,,,
hirukowashi03.txt,sprite/sa2b_akuwarai_b1_,Sa_AkuwaraiB1#,,8,53%,8:Sa_AkuwaraiB1#,3:sa_si_aw_b1,1:sa_si_ak_a1,1:Sa_Akuwaraib1#,1:Sa_AKuwaraiB1#,1:sprites/satoko/sifuku/sa_akuwaraib1,,,,,,,,,,,,,,
_mats_024.txt,sprite/sa2b_def_b1_,Sa_DefB1#,,2,33%,2:Sa_DefB1#,1:sa_si_aw_a1,1:Sa_OdorokiA1#,1:no_data,1:Sa_OdorokiB1#,,,,,,,,,,,,,,,
_kakera40.txt,sprite/sa2b_hannbeso_b1_,Sa_HannbesoB1#,,3,75%,3:Sa_HannbesoB1#,1:sa_si_hn_b1,,,,,,,,,,,,,,,,,,
_mats_016.txt,sprite/sa2b_hau_b1_,Sa_HauB1#,,1,100%,1:Sa_HauB1#,,,,,,,,,,,,,,,,,,,
_mina_008.txt,sprite/sa2b_hau_b2_,sa_si_ha_b2,,3,100%,3:sa_si_ha_b2,,,,,,,,,,,,,,,,,,,
_kakera30.txt,sprite/sa2b_muhyou_b1_,Sa_MuhyouB1#,,2,67%,2:Sa_MuhyouB1#,1:Sa_MuhyouB1,,,,,,,,,,,,,,,,,,
_meak_tips_02.txt,sprite/sa2b_naku_b1_,Sa_NakuB1,,1,100%,1:Sa_NakuB1,,,,,,,,,,,,,,,,,,,
saikoroshi04.txt,sprite/sa2b_odoroki_b1_,Sa_OdorokiB1#,,18,64%,18:Sa_OdorokiB1#,7:sa_si_bi_b1,3:Sa_odorokiB1#,,,,,,,,,,,,,,,,,
saikoroshi04.txt,sprite/sa2b_warai_b1_,Sa_WaraiB1#,,23,79%,23:Sa_WaraiB1#,3:sa_si_wa_b1,2:sprites/satoko/sifuku/sa_waraib1,1:sa_si_bi_a1,,,,,,,,,,,,,,,,
saikoroshi04.txt,sprite/sa2b_yareyare_b1_,Sa_YareyareB1#,,5,45%,5:Sa_YareyareB1#,3:sa_si_yah_b1,1:sa_si_ak_a1,1:Sa_OdorokiB1#,1:Sa_yareyareB1#,,,,,,,,,,,,,,,
tata_001.txt,sprite/sa2b_yareyare_b2_,sa_si_yah_b2,,2,100%,2:sa_si_yah_b2,,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/sa3_akireru_a1_,Sa_AkireruA1&,,7,78%,7:Sa_AkireruA1&,2:sa_ta_ak_a1,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/sa3_akuwarai_a1_,Sa_AkuwaraiA1&,,8,62%,8:Sa_AkuwaraiA1&,5:sa_ta_aw_a1,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/sa3_def_a1_,sa_ta_de_a1,,3,75%,3:sa_ta_de_a1,1:Sa_DefA1&,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/sa3_hannbeso_a1_,sa_ta_hn_a1,,2,67%,2:sa_ta_hn_a1,1:Sa_HannbesoA1&,,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/sa3_odoroki_a1_,sa_ta_bi_a1,,6,50%,6:sa_ta_bi_a1,4:Sa_OdorokiA1&,2:Sa_odorokiA1&,,,,,,,,,,,,,,,,,
_tsum_001.txt,sprite/sa3_warai_a1_,Sa_WaraiA1&,,5,71%,5:Sa_WaraiA1&,2:sa_ta_wa_a1,,,,,,,,,,,,,,,,,,
batsukoishi01.txt,sprite/sa4_akireru_a1_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
onik_005.txt,sprite/sa4_akuwarai_a1_,sa_ku_bi_a1,,1,100%,1:sa_ku_bi_a1,,,,,,,,,,,,,,,,,,,
onik_005.txt,sprite/sa4_odoroki_a1_,sa_ku_bi_a1,,3,100%,3:sa_ku_bi_a1,,,,,,,,,,,,,,,,,,,
onik_005.txt,sprite/sa4_warai_a1_,sa_ku_wa_a1,,1,100%,1:sa_ku_wa_a1,,,,,,,,,,,,,,,,,,,
tata_013_02.txt,sprite/sa5_akireru_a1_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
tata_013_02.txt,sprite/sa5_hannbeso_a1_,sa_to_hn_a1,,4,100%,4:sa_to_hn_a1,,,,,,,,,,,,,,,,,,,
tata_013_02.txt,sprite/sa5_hannbeso_a3_,NO_MATCH,,0,0%,,,,,,,,,,,,,,,,,,,,
tata_013_02.txt,sprite/sa5_hau_a1_,sa_to_ha_a1,,2,100%,2:sa_to_ha_a1,,,,,,,,,,,,,,,,,,,
